50,Sri-Lankas food delicious! Atmospheric and comfortable place We were served by a waiter Nisha. Will definitely be back again.
50,"Amazing night in the restaurant that transformed later in the night in a nice chilled place with good music and vibes. From food to drinks, everything exceeded our expectations and we had the best night in Sri Lanka. A special thanks to Yoga, our Stuart, and Udele, our amazing bartender (amazing mojitos). Definitely a place to visit in Ella and in the whole Sri Lanka!"
50,"Came here for some breakfast and thoroughly enjoyed. Fast friendly service, great coffee and a tasty breakfast with great variety of food. Will go again."
50,"Dropped in for a bite to eat whilst my daughter went up Little Adams Peak. A traveller haven, full of people from all over the globe. The menu is varied, nutritious and reasonable. I was served by a lovely young man named Rasika who commented how nice my hair is so he knows what he is talking about (smile) I had a bowl of lovely seafood soup served with garlic bread, so tasty. The vibe here is great, felt part of the young crowd again lol. A must go to when in Ella."
50,"we went to cafe chill on last week of August because of it's excellent reviews. We were warmly welcome by Upul and who gave us an excellent service. The staff of Cafe chill are so quick, very attention and professional team. Food was amazing and reasonable price. Also Cafe chill has a fabulous atmosphere, very clean and well maintain environment. Finally thanks again for Upul who gave us excellent service and looking forward to see you again. Good luck!!"
50,Great food and atmosphere Rasika gave us excellent service would highly recommend very reasonably priced for the quality
50,Great food and Rumesh is great and bit saucy in good way. Devilled fish was 3.5 out of 5...more veggies. Burger great and mixed rice super
50,Had a solid hamburger here while visiting Ella. Very friendly atmosphere and helpful staff. Thanks to Rumesh for his great service!
50,The Big Breakfast was really hearty. Good quality bacon and sausage. The coffee was superb. My server Rumesh was very helpful and approachable. Thank you for your nice food and service
40,"Really great place to eat. Our waiter Rasika was a really great guy, who immediately tried to learn words from our danish language. Nice vibe!!"
50,Cafe Chill is an attractive restaurant with friendly and engaging waiters. Shaan#1 and Vidal are the best. We had a lunch and 2 meals and all were delicious. It can be crowded sometimes because young and old are getting together here. The music in the background is relaxing and entertaining. Best place to be for a relaxing evening.
50,Finest prawn curry we’ve had. Great service from Rasika. Really enjoyed the seafood spaghetti and the buffalo curd with honey for desert. Really great vibe too.
50,Amazing food and great service from Rasika who was the perfect host and took good care of us. Lovely atmosphere and great traveller hangout
50,"Delicious food at Cafe Chill. Had a spinach salad, pasta penne and chicken schnitzel. I want to eat here for every meal. Our waiter was Rasika and gave us great service. Highly recommend to visit while in Ella!"
50,"We had lunch and dinner at the Chill Café in August 2019. The wide variety of food, drinks and snacks is great. All we consumed was delicious. Go upstairs as well for a super chilli atmosphere. Also, service is very friendly and attentative. Chanchala served us for lunch and contributed to a great time at the venue. Absolutely recommendable!"
50,We came for a quick bite at cafe chill and the pizza was yum. The staff was really good and efficient. Rasika served us and he was on point.
50,"Our waiter 'Rumesh' was a really friendly guy. He was nice and gave us a lot of tips for our trip to Little Adams Peak. Gave us a lemon for the leeches. The food is very good for the price! In the evening they are a little less personal , because the place is packed by people, but that's normal!Very very good!"
50,"Quick and tasty food in a great location to people-watch in Ella, and great service from our waiter Rasika"
50,"My Wife and I both got the two traditional Curry options, they were perfect. We both picked to add chicken and it was every bit worth it. The service was great and the food was prompt.Loved the atmosphere and will be going back tonight because the risk of going to the second best is way to high."
50,"Good food and nice dish! Very warm welcome at the main entrance. Rumesh take care of us, he is so nice and friendly. Just come and try!"
50,"We hung out repeatedly at chill because the service and food quality could not be beaten... with a good mix of high quality local and western food it was the place to be... I drank quite a few tasty mojito’s.. the passion one hits the spot! Vidal our waiter on many occasions is warm, friendly and super efficient, he outshines all the staff!"
50,"A great little place to eat in the centre of Ella. The food had good variety, however I would 100% recommend the curry in a banana leaf."
50,"This place came highly recommended and I can see why, the menu was awesome, and had something for everyone, plus reasonably priced, the place was packed but they had enough staff on and the food came out really fast, and the food was great"
50,"Different to most bars in the area. Great place to eat and also relax with a drink in the evening. Chanchala was our server, a welcoming face after our 6 hour train journey!"
50,Husband and I came for dinner on our first night in Ella. We ordered the curry of the day and the banana leaf curry and were not disappointed. We’ve been in Sri Lanka a week and this was definitely the best meal we’ve had on our trip so far! Rasika served us and was very helpful and friendly. Will most likely be back again tomorrow night!
50,"Amazing night in the restaurant, nice chilled place with good music and vibes. From food to drinks, everything exceeded our expectations and we had the best night in Ella,we were served by yoga, he did a really great job."
50,"Burgers, pizza, pasta, cocktails, relaxed vibe, all you need when you don't want just another curry ;)"
30,We had dinner at Chill. The atmosfere was great. We ordered seafood pizza. The pizza was nice but not a lot of seafood on the pizza itself. we had to wait a long time before we got dessert. The home made ice cream is very nice. but it should not have taken 30 minuts to serve.
40,"We were served by Rasika, he did a really great job. He could even say some words in Dutch. The burger was ok."
50,I visit four time cafe chill top flour.good cocktails. Chill mule..mocba mule.....and nice gin tonic bar tender udeya and funly service Sampa nice people nice service yammy Salomon fish. Yammy yammy
50,"Excellent meals, well presented, tasty, good variety, well priced. Fantastic service by all staff, ( in particular Saman who served us multiple times, quick and professional , always with a smile on his face. ) good atmosphere."
50,This is a really awesome place with an amazing staff. Thanks Yoga for your service. The food and the cocktails were worldclass.
50,"This is our 2nd visit and loved it even better. The staff is very friendly and attentive. They treat both foreign and local guests in the same welcoming manner. We sat in the 3rd floor where there was bean bags, the staff suggested this place and it was truly a great atmosphere. Very cosy and clean.The food was tasty. But the patty in the beef burger i ordered wasnt seasoned well. Overall we loved the place and will for sure drop by again.Keep up the good work."
50,"We had drinks and dinner, which was all perfect and super delicious!! Our waiter Rasika served us so well, nothing to complain about!"
50,Cracking atmosphere - only busy place in town. Service by Rasika was quick and friendly. Food was ok.
50,"If you come to Ella, you need to visit that place!!! Good atmosphere, good music, great food and amazing service, thank to Sampa for looking after us..."
50,"this place was great! amazing food, good vibe and great service. the team were super friendly. particularly our waiter Rasika. hope to come back one day soon"
50,"Really good atmosphere at Cafe Chill, great vegetarian/vegan options and really goodcocktails! Shoutout to Ranjith, Asai and Pamana from the downstairs bar! Would highly recommend."
50,"Had a beer and Tropicana pizza (Hawaiian). Food was great and service to match. Lasa was very attentive and friendly! Check the place out, great vibe and was busy even during off season. Highly recommend."
50,"I have been in chill cafe for every meal that I ate in Ella. It is the best food and people. Lasa were very kind and pro waiter, he did everything with a big smile and big heart. Go to eat and chill!"
40,"After two weeks of travelling through Sri Lanka we ended up in Ella. In café chill we had a great apero, a great snack and a great meal! Pizza is delicious here specially after two weeks of Rice and curry or kotthu. Also the service was very nice Rasika did our service twice, very chill guy!"
50,"Had a lovely lunch here. Great food (10x curry dish was amazing), burger also good. Rumesh was very nice as well. Would come again!"
50,"A good selection of Western food, which was a nice respite from the rice and curry we have been eating. We tried the Chicken Schnitzel and Fish and Chips. The Schnitzel was delicious, the Fish and Chips were good but wish they had more lemon or vinegar on the side. Lasa provided great service and was very attentive!"
50,"Very nice place in european style. Ask for Rumosh, he is a great waiter. Food is very toasty. Homemade fresh bread, Rolls, cakes, baguettes and ice cream! You will enjoy it!"
50,Rasika served us and was very accommodating. I found the music too loud and he moved us to another table until we were happy. Enjoyed the food and he recommended some great tasting cheesecake too. Will be back.
50,"On our 2 nights trip to Ella, we visited caffe chill three times. It was wonderfull every single time. We loved the cool vibe, great drinks, and excellent vegetrian dishes. The staff was great."
50,"Chanchala, the waiter really made the night! Nothing bad to say. Great service, humor and tasty food!"
50,Everyone we had spoken to about Sri Lanka had told us to visit this place! We went for dinner on our first evening and ordered a variety of foods. The devilled cashew nuts for starters were AMAZING! The service was really great too.
40,"As the hippest place for food in Ella it's well worth a visit. Food - especially the pasta is very good. From my experience the service is better on the ground level. Especially VIDAL is a very attentive, charming staff member. See you next time!"
50,"The vibe of the place and the food they serve were both amazing! Our waiter, Saman, was super polite and friendly. Definitely reccommened!"
50,We went here on our first afternoon in Ella as it looked busy and people inside had good looking food. We shared beers and a few dishes and they were good. Staff were very prompt and quick and helpful! Good wifi and a fun vibe in there. Reminded us of Bali
50,"Good cafe, friendly service from our waiter Sampa. We enjoyed the food. It is open though, so can get cold - bring a jacket."
50,Brilliant place. Great atmosphere and great food. Staff brilliant as well Clean and soo very helpful. A great place to relax
50,Chill Cafe is perfect for any time of day!Came back twice during our stay in Ella for an amazing breakfast (many vegan and veggie options) and some of the best cocktails I’ve ever had.We were served by Rasika who was so friendly and helpful!Definitely a must do for a stay in Ella.
50,"Desperate for good coffee, the team at Chill Cafe (Ranjith) saves the day, good, strong espresso... Asri the barman knocked up some kick ass cocktails too...."
50,this is a great place and the food is great either and lasa is the best waiter i ever had מקום מעולה אוכל מדהים ממליץ בחום לאסה מלצר מעולה
50,"A busy very popular place. But well organized. Many waiters, many cooks. A hippy vibe in the good sense. Shoes off! But hats off for your curry!"
50,"We had lunch here, food is lovely, really fresh. Our server Rumesh was great, very friendly. Service was quick & efficient. Really nice decor and a great vibe for chilled out drinks."
30,"Pleasant decorated spot and atmosphere. Some dishes were good, others were poor quality. It is weird that there are only male waiters?"
50,"The best place to ""Chill"" in Ella, beautiful design with too many varieties in the menu, the place is clean, the cooking area is visible so you can see the chefs preparing the dishes.The staff is helpful and friendly, we passed by 3 times so far and Rumesh always attend us with a smile, he also assist us with any question we have around the the town.Would come back for sure!!"
50,One of the great place for western food in Ella city center. Big up for our waiter Rumesh who was super friendly and available. Would recommend the place for a great dinner.
50,"Best mint passions fruit iced tea we ever had 😍 Rumesh rocks the service with a charmy smile on his face and the food was super tasty. only drawback that comes to my mind: the rather loud, electronical music."
30,"Nice place to sit, it quite and nice music but not Sri Lanka-like. Prices are relatively high but service is very good"
40,"Ella is a bit of a buzzing lively sort of town with lots of cafes and restaurants to choose from. Chill Cafe would be one of the best. Had an amazing Rice and Curry and then the next time a really good Greece Salad ...... whatever you fancy, they will have it. Also serve a great bottle of wine. Would move in to Excellent if they would have a non smoking area - why do people want to smoke where people are eating?"
50,Good food and cold bear in town Rumesh is very helpful. The place is full of tourists and the food is appropriate for them.
50,Great place to eat & drink. Staff are very friendly a lot of foreigners & great to meet new people! I had the fish fingers to eat & it was beautiful! Thank you to Eka for your service.
50,"Usually it is really hard to satisfy me in restaurants because most always do something wrong. This time I was finally able to get what I really wanted! The portions, the taste, the service and again the taste! Definitely a must try. The atmospher is a mix of foreigners and locals. I recommend everyone"
50,We got here after the long but amazing train journey from Kandy. Our waiter Rasika was so attentive it was so nice to just kick back relax and be looked after. The food was amazing such good quality and so much of it! Such good value too! WiFi everywhere which is great for holiday planning for backpackers. Really recommend a visit here if your in Ella !
50,"We had our lunch break at Cafe Chill between our visits to Nine Arch Bridge and Ravana falls. We ordered lumprais and a beef burger, both were great."
50,Been here few times for dinner and drinks but today was the first day I came for breakfast. Great coffee big breakfast and superb friendly service . It was busy but they managed it so well and Rumesh the waiter did a great job highly recommended for a meal any time of the day and they will make it an unforgettable one . Keep up the good work cafe chill Ella .
50,This is our 4th visit to Cafe Chill. Always enjoy their food n atmosphere. Extended floor area gives more comfortable seating areas. Boys are very attentive & the service is quick. Must mention RASIKA for his extra care. Keep it up Cafe Chill.
50,"Today was my second time in Cafe Chill Ella, one time wasn’t enough!Ordered the fish and chips which was amazing... And that’s coming from an English man haha!Absolutely fantastic service from arriving at the door to the table being cleared by super friendly Lasa.Thanks and see you again :)"
50,"We stayed for three nights in Ella and went there every day. We were greeted so warmly by the staff - big shout out to Vidal and Sampa. Everytime we walked past they would come and say hi and they remembered it was my birthday during my stay there too. I've never known such incredible service. And also, the food!!! I mean...no words.Thank you so much guys. Can't wait to come back and see you all again."
50,"just randomly walk into this lunch and it is super cool. food is good, staffs are friendly. the one who serve me name is Rumesh, he has lovely smell and give you warm welcome. highly recommend this place to recharge after a hike at little adam’s place!"
50,was here for lunch. a very nice environment and pretty good food. was serviced by LaSa and he was extremely friendly and took time to introduce some of the local dishes. recommended place for lunch and a place to chill
50,They say to eat where there is a crowd and Chill certainly had that. The service was outstanding as was the food and staff were completely tuned into their jobs handling the crowd with ease. Husband's were delighted with table booked for them to return to watch All Blacks play the following day. Well done Chill!
50,"We were served by the fantastic Chanchala who was attentive, friendly and efficient. We had a delicious meal. There's a great atmosphere. Despite the busy restaurant service was fast. Thank you Chanchala."
50,really good food and service! service from Sampa was really god! the place is very relaxing and we enjoyed it
50,"This place was recommended by our tour guide and we enjoyed it so much we returned the following day. Tasty food, reasonably priced, great service from friendly staff (thanks Rasika) and great atmosphere."
50,"Great staff, Rumesh helped me a lot to find the local bus to Tangalle which is not an easy task to solve. Food is good..try the mango juice!"
50,"Delicious food, we had veggie burger, fruit ice crem and cheesecake and really foodporn! So satisfated! Also amazing and willing waiters, Vidal is the best waiter we have ever met, not the last time here for sure. Really recommended."
50,Lovely restaurant in Ella. It was really popular with other tourists and came recommended by our local tour guide.The cafe had a chilled out atmosphere and had the best food we got in Ella.The cafe has a good variety of food so its definitely recommended if you need a break from all the curry or need a good place for dinner.This place will be on my shortlist list the next time I visit Ella!
50,Lots of options here in terms of food and drinks. Delish Sri Lankan food but also plenty of western alternatives. Service is really fast and friendly! Rumesh served us 2 days in a row and was amazing!
40,"Overall good experience, highly recommend Veggie Burger (Beef Burger not so much). Great Ice Tea, good fries. Good Service by the team, especially Rasika (who knows even a little German ;))"
40,Restaurant was busy but Rasika was still very attentive. Food was amazing and the restaurant has a great vibe. Good value
50,Really good place to eat. Personal was really nice - especially Rasika. Meal was Very good. Thank you
50,We had cocktails and an excellent meal - lamprais and devilled chicken recommended - in this lively mid town restaurant in Ella. Great service by Vidal - thank you!
50,Staff is so friendly specifically Rumesh. Food is great. One of those places you keep on visiting again.
50,"Read the review initially in our Lonely Planet guide & wow, this place was better than expected. Great food, awesome vibe & fantastic service. Vidal & Rumesh looked after us & they were brilliant, great customer service & good fun.Make sure you stop here, you won't regret"
50,"We’ve visited here a few times over the years and they just keep outdoing themselves. Food, drinks, people and vibes are all top notch (if you’re questioning the local food this is a safe bet, but they also offer a lot of western dishes if you’re looking for something a little closer to home). PS. look for Nisha or Yoga and they will take care of you"
50,"The food and drinks are delicious and the staff is very friendly and open minded, especially Rumesh was very helpful."
50,"Great café bar with an awesome atmosphere, especially upstairs! Very relaxed vibe with great drinks and fantastic food! Was very surprised. The staff are friendly and the location of the café is central."
50,Excellent! Great food great service. Maximum chill vibes. Udaya is a top don. Stay bless Sri Lanka. Xxx
40,"This is where it’s happening in Ella. Good vibes. Quick, friendly and professional service. Burgers, pizza and cocktails. Thanks Chanchala."
50,"Good food with big portions, delicious food, and very very friendly waiters, we returned twice whilst staying in Ella! Would recommend for a drink and food! Special shout out to Vidal who was so chill!"
50,"Wow... well where shall I begin.. what an amazing restaurant in the heart of Ella (central) was greeted and hosted by Rasika.. kind young gentlemen, made us feel at home and gave us brilliant recommendations for food and places to visit. Me and my Girlfriend had a superb time and will highly recommend to visit in the near future. Thank you so much once again Rasika."
50,Vidal brought us the best mojitos in sri lanka ! Really great service and a nice place to sit ! You should come here ! Love it !!
50,"After being in Sri Lanka for 2 weeks I was beginning to crave a meal that wasn’t curry and rice. Cafe Chill has been the best Western food of the trip so far. The burger was great, the baguette was great & the cocktails were great! All up to western standards, no matter where you’re from. The setting makes you feel like you are really on holiday and our host, Vidal was as accommodating as could be! I am already looking forward to our lunch here again tomorrow!"
50,The restaurant is nice with a mix of Sri Lankan and European dishes and a “cool” atmosphere with lounge music. It’s not traditional but a nice change once in a while. The staff is very nice especially our waiter Rasika !
50,"We loved cafe chill! The menu is huge, and has so many options for international and Sri Lankan food. This restaurant has a good ambience and is always busy. The food was some of the best I’ve had in Sri Lanka - would definitely say it’s good for families with children aswell. Staff very friendly also."
50,Really enjoyed good western but also sri lankian food. Later in the evenings you can also catch a beer or two there. Very friendly and nice service by Rasika.
50,We came here three times during our four nights in Ella and this place was great. COol set up and good music always playing! The Beefy Burger and Chicken Baguette were our favorites and the potato wedges were also a nice side. Big bottle Lions are a must! Ranjith was our server for one of our visits and he was very funny and friendly and also very helpful when we asked a few questions about the local sights.
50,"We loved it at chill bar Ella! We came here a good number of times in our short stay, the food is amazing and such a good price, super tasty drinks and the best service as well. All the staff can’t do enough for you and maintained the relaxed vibe of chill bar. I would 100% recommend to anyone. Sampa looked after us for our last evening and made sure everything was perfect for us ❤️"
50,"This place deserves its name, it's a very relaxing place. The food is really delicious. I tried the mix Sri Lanka food in banana leaf, I really liked it, I especially loved and recommend ""mango chutney"". Even if it is not served with a dish you can ask for it. It goes really very good with meat. I also tried hamburger. I loved the spicy patty, it was not just meat, salt and pepper like the ones in classical burger, you should try it. Also people working here are cool and chill people. Vidal was very good to me, he is nice and helpful person."
50,"Cafe Chill is honestly one of the best places to have a meal if you want great value for money and excellent service quality. From the moment you step through the entrance and into the restaurant, you genuinely feel calm. The interior design is well done and makes you feel intrigued as to what's on the menu, and rightfully so! Cafe Chill is excellent if you are not sure what you'd like to eat because it ranges from international classics like: English fish and chips, Greek style fish with artisan bread, German inspired chicken schnitzel, to local cuisines, and more. If you prefer a more local palette, the lamprais is a must and is very popular too.Furthermore, my partner and I will both agree that if there was ever an ""Employee of the Month"" award, it should definitely go to Vidal. He service was excellent, and his positive attitude was contagious. He went out of his way to ensure that our dietary requirements were met, and even recommended substitutes for those we could not handle.The food itself was excellent and there was nothing I could honestly say that we didn't enjoy."
50,"Good place, yummy food and fantastic ambient. The waiter, Rasika, was very nice and helpful as well."
50,"Very chill environment, great food and great service !! Thanks Rasika for the killer breakfast we will be back during our stay :)"
50,"If you want a bit of a change from the amazing local food, then Chill is a great place to have it. Our family devoured the pizzas, burgers and salads after 7 days of local currys - and all the food was great quality, fresh and reasonably priced. Prime location on the main road in Ella, so lots going on around you; some chilled tunes; and great wait staff. Big shout out to Rasika in particular for looking after us so well. Thank you Cafe Chill!"
50,"Exquisite food, gorgeous boho decor and carefully curated music. We had excellence service from Lasa on the two times that we went. :)"
40,"Eat here twice, once for dinner and once for lunch. Food was nice, especially enjoyed the chicken burger. It's relaxing inside (as per the name). Service was a little slow first evening we went but was great second time around with Rumesh looking after us."
50,"Nice place to have a drink or two, we found it was a bit over priced but then again we had a great time whilst “chilling” out!"
50,"Great mix of international and local cuisine, very tasty food and good selection of drinks. Had meals here for about 4 times on our 4 day stay in Ella. Staff is incredible, they welcome you like friends after your first visit. Rasika, Ranyith, Vidal, Chala and Dinesh were incredible, 5 star service!!! Definitely a must visit in Ella."
50,"We were only in Ella one night, passing through and our Driver recommended this on arrival. It was just perfect. Nice cold beer and the kids got to eat something other than curry and rice. The Fish and chips was amazing!"
50,"Great food, vibe and service. Rasika our waiter was attentive and welcoming. Wouldn’t go anywhere else in Ella!"
50,Friendly staff and delicious beef burger! Rumesh has been so kind with us. The place is clean and cute. Thanks!
50,"Good café, with very good food and a nice atmosphere. Friendly and helpfull staff. We were served nu Rumesh and Ranjith."
50,"We were recommended this place and had no regret, amazing food and fabulous service and the cocktails were awesome. Great vibe, friendly attentive staff and must if you are in Ella"
50,Only in Ella for one night but really enjoyed it - visited Chill Cafe and it's a cool place with good cocktails and friendly staff - great service by Odair
50,"We have been there many times (lunch, dinner or just to drink something). The service was amazing (specially Rasika and Lasa), the food is really tasty, the environment is really good, and perfect location. you should go to the third floor, although all the restaurant is great!"
50,We came here for a drink and stayed for a meal and great night. Rasilca is the man. We felt very comfortable here and received some of the best service I’ve had in Sri Lanka. Highly recommend. AKD
50,"It’s a very chilled cozy place. The food was really good and fresh. We came here two days in a row. Thanks to Sampa and Lasa for the very good service. We recommend this place. The “America meal” (Fish), was a highlight today."
50,Great food (local and international) super friendly staff (especially Rasika). The place for dinner in Ella!
50,"A nice cozy place in the heart of Ella that serves some amazing food at reasonable prices. Everything on their menu tastes amazing and they also have quite a few healthy options. Ranjith, Yoga and Upul are extremely friendly and help you with customisation and also delivery food in the prompt manner. They ensure that you leave the place with a smile on your face. The food is so good that we've been there thrice during our stay and literally tried 3/4th of the things on their menu. Recommended!!"
40,"Small little cafe in Ella town. Easy to get to. Great food variety and beer. Ask for Rumesh, great service."
40,"Sampa gave us a real treat, advising us to take the Lumprais, a delicious choice! It's a busy place so don't expect quiet conversations..."
50,"We've been to Ella twice during our stay and spent most of our evenings in this bar. Great ambiance, love the pillows. Special thanks to our waiter Lasa for being so friendly and helpful :)"
50,The food was insane and Rasika was the man!! We got the lamprais and it could possibly be the best dish on the menu. Would highly recommend!
50,Good place to visit in Ella! We went for a diner and had Some drinks. Our waiter Rasika was really friendly and kind to us.
50,Awesome experience. The food was really delicious. Relaxing music and chill vibe. Especially thanking Rasika from Café Chill!
50,"Me and my friend came here for dinner on our first night in Ella. The staff were all really friendly, especially Rasika, and our food was delicious! All the food and drinks were really good prices and they had a massive range of food options. Will definitely be coming back!"
50,"In need of pizza after 8 days of delicious curry and Sri Lankan fare, we popped into Chill Cafe after multiple recommendations. The food was great, and the service quick and slick. Ranjith our server was warm and very helpful."
50,"Great food Sri Lankan and western, beers also available among other things. Prices were very reasonable- will be coming back tomorrow for some more lumprie"
50,We went there by the recommendation of the lonely planet and was really great. Nice modern place with excellent food .We tried typical Sri Lanka food and loved it.Eka advised us a fresh tea with mint and passion fruit and was sooo tasty!For sure we recommend this place !
50,"The food is simply outstanding . The combination of Sri Lanka traditional food and western food make a restaurant to explore everyday for the variety of dishes. We ordered the Lampras , that is a traditional rice curry with variety of local spices wrapped in a banana leafs . We also ate a tuna grill fish with a sweet spicy sauce , wow amazing! The best waiter is Rumesh , very attentive and positive personality . It was a pleasure eat at Cafe Chill in Ella."
